,X,y,Predict
145,"[0.5362034847861841, 0.5362034847861841, 0.5362034847861841]",0.5263157894736841,62.85278
146,"[0.5362034847861841, 0.5362034847861841, 0.5263157894736841]",0.5362034847861841,62.763218
147,"[0.5362034847861841, 0.5263157894736841, 0.5362034847861841]",0.5362034847861841,62.787575
148,"[0.5263157894736841, 0.5362034847861841, 0.5362034847861841]",0.5362034847861841,62.882412
149,"[0.5362034847861841, 0.5362034847861841, 0.5362034847861841]",0.5362034847861841,62.85278
150,"[0.5362034847861841, 0.5362034847861841, 0.5362034847861841]",0.5362034847861841,62.85278
151,"[0.5362034847861841, 0.5362034847861841, 0.5362034847861841]",0.5789473684210522,62.85278
152,"[0.5362034847861841, 0.5362034847861841, 0.5789473684210522]",0.5362034847861841,63.245846
153,"[0.5362034847861841, 0.5789473684210522, 0.5362034847861841]",0.5362034847861841,63.1644
154,"[0.5789473684210522, 0.5362034847861841, 0.5362034847861841]",0.5362034847861841,62.702618
155,"[0.5362034847861841, 0.5362034847861841, 0.5362034847861841]",0.5362034847861841,62.85278
156,"[0.5362034847861841, 0.5362034847861841, 0.5362034847861841]",0.5362034847861841,62.85278
157,"[0.5362034847861841, 0.5362034847861841, 0.5362034847861841]",0.5362034847861841,62.85278
158,"[0.5362034847861841, 0.5362034847861841, 0.5362034847861841]",0.5362034847861841,62.85278
159,"[0.5362034847861841, 0.5362034847861841, 0.5362034847861841]",0.5362034847861841,62.85278
160,"[0.5362034847861841, 0.5362034847861841, 0.5362034847861841]",0.5362034847861841,62.85278
161,"[0.5362034847861841, 0.5362034847861841, 0.5362034847861841]",0.5362034847861841,62.85278
162,"[0.5362034847861841, 0.5362034847861841, 0.5362034847861841]",0.5362034847861841,62.85278
163,"[0.5362034847861841, 0.5362034847861841, 0.5362034847861841]",0.5789473684210522,62.85278
164,"[0.5362034847861841, 0.5362034847861841, 0.5789473684210522]",0.5362034847861841,63.245846
165,"[0.5362034847861841, 0.5789473684210522, 0.5362034847861841]",0.5362034847861841,63.1644
166,"[0.5789473684210522, 0.5362034847861841, 0.5362034847861841]",0.5362034847861841,62.702618
167,"[0.5362034847861841, 0.5362034847861841, 0.5362034847861841]",0.5362034847861841,62.85278
168,"[0.5362034847861841, 0.5362034847861841, 0.5362034847861841]",0.5362034847861841,62.85278
169,"[0.5362034847861841, 0.5362034847861841, 0.5362034847861841]",0.3157894736842102,62.85278
170,"[0.5362034847861841, 0.5362034847861841, 0.3157894736842102]",0.31100122552168985,61.00503
171,"[0.5362034847861841, 0.3157894736842102, 0.31100122552168985]",0.31100122552168985,60.27341
172,"[0.3157894736842102, 0.31100122552168985, 0.31100122552168985]",0.31100122552168985,59.9895
173,"[0.31100122552168985, 0.31100122552168985, 0.31100122552168985]",0.31100122552168985,59.98434
174,"[0.31100122552168985, 0.31100122552168985, 0.31100122552168985]",0.31100122552168985,59.98434
175,"[0.31100122552168985, 0.31100122552168985, 0.31100122552168985]",0.21052631578947345,59.98434
176,"[0.31100122552168985, 0.31100122552168985, 0.21052631578947345]",0.28457199899773844,59.240307
177,"[0.31100122552168985, 0.21052631578947345, 0.28457199899773844]",0.28457199899773844,59.4356
178,"[0.21052631578947345, 0.28457199899773844, 0.28457199899773844]",0.28457199899773844,59.1779
179,"[0.28457199899773844, 0.28457199899773844, 0.28457199899773844]",0.28457199899773844,59.55253
180,"[0.28457199899773844, 0.28457199899773844, 0.28457199899773844]",0.28457199899773844,59.55253
181,"[0.28457199899773844, 0.28457199899773844, 0.28457199899773844]",0.21052631578947345,59.55253
182,"[0.28457199899773844, 0.28457199899773844, 0.21052631578947345]",0.28457199899773844,59.103607
183,"[0.28457199899773844, 0.21052631578947345, 0.28457199899773844]",0.28457199899773844,59.34447
184,"[0.21052631578947345, 0.28457199899773844, 0.28457199899773844]",0.28457199899773844,59.1779
185,"[0.28457199899773844, 0.28457199899773844, 0.28457199899773844]",0.28457199899773844,59.55253
186,"[0.28457199899773844, 0.28457199899773844, 0.28457199899773844]",0.28457199899773844,59.55253
187,"[0.28457199899773844, 0.28457199899773844, 0.28457199899773844]",0.36842105263157876,59.55253
188,"[0.28457199899773844, 0.28457199899773844, 0.36842105263157876]",0.3345399153859989,60.362755
189,"[0.28457199899773844, 0.36842105263157876, 0.3345399153859989]",0.3345399153859989,60.404243
190,"[0.36842105263157876, 0.3345399153859989, 0.3345399153859989]",0.3345399153859989,60.30538
191,"[0.3345399153859989, 0.3345399153859989, 0.3345399153859989]",0.3345399153859989,60.307762
192,"[0.3345399153859989, 0.3345399153859989, 0.3345399153859989]",0.3345399153859989,60.307762
193,"[0.3345399153859989, 0.3345399153859989, 0.3345399153859989]",0.36842105263157876,60.307762
194,"[0.3345399153859989, 0.3345399153859989, 0.36842105263157876]",0.3345399153859989,60.60959
195,"[0.3345399153859989, 0.36842105263157876, 0.3345399153859989]",0.3345399153859989,60.424576
196,"[0.36842105263157876, 0.3345399153859989, 0.3345399153859989]",0.3345399153859989,60.30538
197,"[0.3345399153859989, 0.3345399153859989, 0.3345399153859989]",0.3345399153859989,60.307762
198,"[0.3345399153859989, 0.3345399153859989, 0.3345399153859989]",0.3345399153859989,60.307762
199,"[0.3345399153859989, 0.3345399153859989, 0.3345399153859989]",0.36842105263157876,60.307762
200,"[0.3345399153859989, 0.3345399153859989, 0.36842105263157876]",0.3345399153859989,60.60959
201,"[0.3345399153859989, 0.36842105263157876, 0.3345399153859989]",0.3345399153859989,60.424576
202,"[0.36842105263157876, 0.3345399153859989, 0.3345399153859989]",0.3345399153859989,60.30538
203,"[0.3345399153859989, 0.3345399153859989, 0.3345399153859989]",0.3345399153859989,60.307762
204,"[0.3345399153859989, 0.3345399153859989, 0.3345399153859989]",0.3345399153859989,60.307762
205,"[0.3345399153859989, 0.3345399153859989, 0.3345399153859989]",0.21052631578947345,60.307762
206,"[0.3345399153859989, 0.3345399153859989, 0.21052631578947345]",0.23037619339792315,59.281734
207,"[0.3345399153859989, 0.21052631578947345, 0.23037619339792315]",0.23037619339792315,59.198166
208,"[0.21052631578947345, 0.23037619339792315, 0.23037619339792315]",0.23037619339792315,58.61489
209,"[0.23037619339792315, 0.23037619339792315, 0.23037619339792315]",0.23037619339792315,58.73795
210,"[0.23037619339792315, 0.23037619339792315, 0.23037619339792315]",0.23037619339792315,58.73795
211,"[0.23037619339792315, 0.23037619339792315, 0.23037619339792315]",0.05263157894736814,58.73795
212,"[0.23037619339792315, 0.23037619339792315, 0.05263157894736814]",0.14364503559313313,57.979122
213,"[0.23037619339792315, 0.05263157894736814, 0.14364503559313313]",0.14364503559313313,58.13733
214,"[0.05263157894736814, 0.14364503559313313, 0.14364503559313313]",0.14364503559313313,57.589603
215,"[0.14364503559313313, 0.14364503559313313, 0.14364503559313313]",0.14364503559313313,57.786423
216,"[0.14364503559313313, 0.14364503559313313, 0.14364503559313313]",0.14364503559313313,57.786423
217,"[0.14364503559313313, 0.14364503559313313, 0.14364503559313313]",0.26315789473684204,57.786423
218,"[0.14364503559313313, 0.14364503559313313, 0.26315789473684204]",0.2476451271458675,57.964752
219,"[0.14364503559313313, 0.26315789473684204, 0.2476451271458675]",0.2476451271458675,58.43287
220,"[0.26315789473684204, 0.2476451271458675, 0.2476451271458675]",0.2476451271458675,59.11746
221,"[0.2476451271458675, 0.2476451271458675, 0.2476451271458675]",0.2476451271458675,59.025467
222,"[0.2476451271458675, 0.2476451271458675, 0.2476451271458675]",0.2476451271458675,59.025467
223,"[0.2476451271458675, 0.2476451271458675, 0.2476451271458675]",0.36842105263157876,59.025467
224,"[0.2476451271458675, 0.2476451271458675, 0.36842105263157876]",0.29896304481907876,60.07083
225,"[0.2476451271458675, 0.36842105263157876, 0.29896304481907876]",0.29896304481907876,59.81509
226,"[0.36842105263157876, 0.29896304481907876, 0.29896304481907876]",0.29896304481907876,59.854218
227,"[0.29896304481907876, 0.29896304481907876, 0.29896304481907876]",0.29896304481907876,59.807842
228,"[0.29896304481907876, 0.29896304481907876, 0.29896304481907876]",0.29896304481907876,59.807842
229,"[0.29896304481907876, 0.29896304481907876, 0.29896304481907876]",0.29896304481907876,59.807842
230,"[0.29896304481907876, 0.29896304481907876, 0.29896304481907876]",0.29896304481907876,59.807842
231,"[0.29896304481907876, 0.29896304481907876, 0.29896304481907876]",0.29896304481907876,59.807842
232,"[0.29896304481907876, 0.29896304481907876, 0.29896304481907876]",0.29896304481907876,59.807842
233,"[0.29896304481907876, 0.29896304481907876, 0.29896304481907876]",0.29896304481907876,59.807842
234,"[0.29896304481907876, 0.29896304481907876, 0.29896304481907876]",0.29896304481907876,59.807842
235,"[0.29896304481907876, 0.29896304481907876, 0.29896304481907876]",0.05263157894736814,59.807842
236,"[0.29896304481907876, 0.29896304481907876, 0.05263157894736814]",0.07678162424187907,58.15124
237,"[0.29896304481907876, 0.05263157894736814, 0.07678162424187907]",0.07678162424187907,58.449265
238,"[0.05263157894736814, 0.07678162424187907, 0.07678162424187907]",0.07678162424187907,57.850468
239,"[0.07678162424187907, 0.07678162424187907, 0.07678162424187907]",0.07678162424187907,57.885147
240,"[0.07678162424187907, 0.07678162424187907, 0.07678162424187907]",0.07678162424187907,57.885147
241,"[0.07678162424187907, 0.07678162424187907, 0.07678162424187907]",0.05263157894736814,57.885147
242,"[0.07678162424187907, 0.07678162424187907, 0.05263157894736814]",0.07678162424187907,57.899193
243,"[0.07678162424187907, 0.05263157894736814, 0.07678162424187907]",0.07678162424187907,57.907948
244,"[0.05263157894736814, 0.07678162424187907, 0.07678162424187907]",0.07678162424187907,57.850468
245,"[0.07678162424187907, 0.07678162424187907, 0.07678162424187907]",0.07678162424187907,57.885147
246,"[0.07678162424187907, 0.07678162424187907, 0.07678162424187907]",0.07678162424187907,57.885147
247,"[0.07678162424187907, 0.07678162424187907, 0.07678162424187907]",0.1578947368421053,57.885147
248,"[0.07678162424187907, 0.07678162424187907, 0.1578947368421053]",0.09360102603310017,57.59667
249,"[0.07678162424187907, 0.1578947368421053, 0.09360102603310017]",0.09360102603310017,57.49556
250,"[0.1578947368421053, 0.09360102603310017, 0.09360102603310017]",0.09360102603310017,57.790844
251,"[0.09360102603310017, 0.09360102603310017, 0.09360102603310017]",0.09360102603310017,57.809086
252,"[0.09360102603310017, 0.09360102603310017, 0.09360102603310017]",0.09360102603310017,57.809086
253,"[0.09360102603310017, 0.09360102603310017, 0.09360102603310017]",0.0,57.809086
254,"[0.09360102603310017, 0.09360102603310017, 0.0]",0.06863865099455158,57.830475
255,"[0.09360102603310017, 0.0, 0.06863865099455158]",0.06863865099455158,57.95775
256,"[0.0, 0.06863865099455158, 0.06863865099455158]",0.06863865099455158,57.803604
257,"[0.06863865099455158, 0.06863865099455158, 0.06863865099455158]",0.06863865099455158,57.9074
258,"[0.06863865099455158, 0.06863865099455158, 0.06863865099455158]",0.06863865099455158,57.9074
259,"[0.06863865099455158, 0.06863865099455158, 0.06863865099455158]",0.10526315789473673,57.9074
260,"[0.06863865099455158, 0.06863865099455158, 0.10526315789473673]",0.10580966347142251,57.808327
261,"[0.06863865099455158, 0.10526315789473673, 0.10580966347142251]",0.10580966347142251,57.69659
262,"[0.10526315789473673, 0.10580966347142251, 0.10580966347142251]",0.10580966347142251,57.73861
263,"[0.10580966347142251, 0.10580966347142251, 0.10580966347142251]",0.10580966347142251,57.738758
264,"[0.10580966347142251, 0.10580966347142251, 0.10580966347142251]",0.10580966347142251,57.738758
265,"[0.10580966347142251, 0.10580966347142251, 0.10580966347142251]",0.4736842105263155,57.738758
266,"[0.10580966347142251, 0.10580966347142251, 0.4736842105263155]",0.47007510536595376,58.476677
267,"[0.10580966347142251, 0.4736842105263155, 0.47007510536595376]",0.47007510536595376,60.705124
268,"[0.4736842105263155, 0.47007510536595376, 0.47007510536595376]",0.47007510536595376,61.98138
269,"[0.47007510536595376, 0.47007510536595376, 0.47007510536595376]",0.47007510536595376,61.98365
270,"[0.47007510536595376, 0.47007510536595376, 0.47007510536595376]",0.47007510536595376,61.98365
271,"[0.47007510536595376, 0.47007510536595376, 0.47007510536595376]",0.5263157894736841,61.98365
272,"[0.47007510536595376, 0.47007510536595376, 0.5263157894736841]",0.4895356830797697,62.473213
273,"[0.47007510536595376, 0.5263157894736841, 0.4895356830797697]",0.4895356830797697,62.508762
274,"[0.5263157894736841, 0.4895356830797697, 0.4895356830797697]",0.4895356830797697,62.177597
275,"[0.4895356830797697, 0.4895356830797697, 0.4895356830797697]",0.4895356830797697,62.245834
276,"[0.4895356830797697, 0.4895356830797697, 0.4895356830797697]",0.4895356830797697,62.245834
